,unique_id,city,job_qry,job_title,company_name,location,summary,salary,link,date,full_text
1,p_41922d3ad138c2db,New+York,data+scientist,"Data Scientist, Forecasting",Spotify,"New York, NY 10011 (Chelsea area)",NOT_FOUND,NOT_FOUND,/rc/clk?jk=41922d3ad138c2db&fccid=fe404d18bb9eef1e&vjs=3,2 days ago,NOT_FOUND
2,p_82ce7080f3f40731,New+York,data+scientist,Senior Data Scientist – Customer Support Experience,Spotify,"New York, NY 10011 (Chelsea area)",NOT_FOUND,NOT_FOUND,/rc/clk?jk=82ce7080f3f40731&fccid=fe404d18bb9eef1e&vjs=3,20 hours ago,NOT_FOUND
3,p_1942a17d2bd166e1,New+York,data+scientist,Jr. Data Scientist,Viacom,"New York, NY 10036",NOT_FOUND,NOT_FOUND,/rc/clk?jk=1942a17d2bd166e1&fccid=ae0c894528aa6eee&vjs=3,3 days ago,NOT_FOUND
4,p_14bc4e97c18a1690,New+York,data+scientist,Data Scientist,Butterfly Network,"New York, NY",NOT_FOUND,NOT_FOUND,/rc/clk?jk=14bc4e97c18a1690&fccid=f34adc12ba09e47f&vjs=3,6 hours ago,NOT_FOUND
5,p_31fffecf454ffea3,New+York,data+scientist,Data Scientist,American Express,"New York, NY",NOT_FOUND,NOT_FOUND,/rc/clk?jk=31fffecf454ffea3&fccid=f057e04c37cca134&vjs=3,3 days ago,NOT_FOUND
6,p_640dc0d613c4c07e,New+York,data+scientist,Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)",NOT_FOUND,NOT_FOUND,/rc/clk?jk=640dc0d613c4c07e&fccid=7077d7e88049c02a&vjs=3,15 days ago,NOT_FOUND
7,p_7152f1574b417810,New+York,data+scientist,"Data Scientist,Creator Marketplace – all levels",Spotify,"New York, NY 10011 (Chelsea area)",NOT_FOUND,NOT_FOUND,/rc/clk?jk=7152f1574b417810&fccid=fe404d18bb9eef1e&vjs=3,30+ days ago,NOT_FOUND
8,p_1eb7e96ae99c871d,New+York,data+scientist,"Data Scientist, Analytics, Intern",Facebook,"New York, NY 10017 (Midtown area)",NOT_FOUND,NOT_FOUND,/rc/clk?jk=1eb7e96ae99c871d&fccid=1639254ea84748b5&vjs=3,6 days ago,NOT_FOUND
9,p_fb39afe7bcaeeecc,New+York,data+scientist,Senior Data Scientist,PepsiCo,"New York, NY",NOT_FOUND,NOT_FOUND,/rc/clk?jk=fb39afe7bcaeeecc&fccid=2973259ddc967948&vjs=3,6 days ago,NOT_FOUND
10,p_0d06f35182f520d0,New+York,data+scientist,Data Scientist,Bank of America,"New York, NY 10038 (Financial District area)",NOT_FOUND,NOT_FOUND,/rc/clk?jk=0d06f35182f520d0&fccid=5bd99dfa21c8a490&vjs=3,13 days ago,NOT_FOUND
